Sample_name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SRR10522040	NA	2	67895	69949	-	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	685	685	100.00	100.00	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SRR10522040	NA	3	73330	76494	-	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1055	1055	100.00	99.81	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SRR10522040	NA	3	76494	77717	-	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	408	408	100.00	98.28	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SRR10522040	NA	3	77994	80279	+	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	BLASTX	762	762	100.00	99.61	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SRR10522040	NA	3	80294	80755	+	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SRR10522040	NA	4	178942	179637	+	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	232	232	100.00	100.00	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SRR10522040	NA	7	20097	22730	-	gyrA_S83Y	Salmonella quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	878	878	100.00	99.89	878	WP_001281271.1	DNA gyrase subunit A GyrA	NA	NA
SRR10522040	NA	10	97145	99076	+	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIALX	644	730	88.22	99.84	644	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
SRR10522040	NA	12	48574	52200	-	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1209	1219	98.85	79.85	1211	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SRR10522040	NA	12	52284	53396	-	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.52	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SRR10522040	NA	16	36749	37396	+	spvD	SPI-2 type III secretion system effector cysteine hydrolase SpvD	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	216	216	100.00	99.07	216	AAG59626.1	SPI-2 type III secretion system effector cysteine hydrolase SpvD	NA	NA
SRR10522040	NA	17	9291	10148	-	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
Sample_name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SRR10524278	NA	1	4209	6572	+	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	788	788	100.00	99.11	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SRR10524278	NA	1	321329	322333	-	sseK3	type III secretion system effector arginine glycosyltransferase SseK3	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	335	335	100.00	100.00	335	CBW18025.1	type III secretion system effector arginine glycosyltransferase SseK3	NA	NA
SRR10524278	NA	1	1103242	1103772	+	sodC1	superoxide dismutase [Cu-Zn] SodC1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	177	177	100.00	100.00	177	AAL19978.1	superoxide dismutase [Cu-Zn] SodC1	NA	NA
SRR10524278	NA	1	1106208	1106891	+	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	228	228	100.00	99.56	228	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SRR10524278	NA	2	523085	525139	+	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	685	685	100.00	100.00	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SRR10524278	NA	2	552737	553639	+	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	301	302	99.67	99.67	301	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SRR10524278	NA	2	642213	645839	-	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1209	1219	98.85	79.85	1211	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SRR10524278	NA	2	645923	647035	-	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.52	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SRR10524278	NA	3	408735	409196	-	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SRR10524278	NA	3	409211	411496	-	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	BLASTX	762	762	100.00	99.61	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SRR10524278	NA	3	411773	412996	+	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	408	408	100.00	98.28	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SRR10524278	NA	3	412996	416160	+	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1055	1055	100.00	99.81	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SRR10524278	NA	4	226712	227407	-	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	232	232	100.00	100.00	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SRR10524278	NA	5	97145	99076	+	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIALX	644	730	88.22	99.84	644	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
SRR10524278	NA	5	378068	380701	+	gyrA_S83Y	Salmonella quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	878	878	100.00	99.89	878	WP_001281271.1	DNA gyrase subunit A GyrA	NA	NA
SRR10524278	NA	12	36766	37413	+	spvD	SPI-2 type III secretion system effector cysteine hydrolase SpvD	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	216	216	100.00	99.07	216	AAG59626.1	SPI-2 type III secretion system effector cysteine hydrolase SpvD	NA	NA
Sample_name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SRR10667016	NA	1	578880	579410	+	sodC1	superoxide dismutase [Cu-Zn] SodC1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	177	177	100.00	100.00	177	AAL19978.1	superoxide dismutase [Cu-Zn] SodC1	NA	NA
SRR10667016	NA	1	581846	582529	+	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	228	228	100.00	99.56	228	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SRR10667016	NA	2	523085	525139	+	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	685	685	100.00	100.00	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SRR10667016	NA	2	552737	553639	+	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	301	302	99.67	99.67	301	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SRR10667016	NA	3	3	2123	+	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIAL_CONTIG_ENDX	707	788	89.72	99.58	707	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SRR10667016	NA	3	316880	317884	-	sseK3	type III secretion system effector arginine glycosyltransferase SseK3	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	335	335	100.00	100.00	335	CBW18025.1	type III secretion system effector arginine glycosyltransferase SseK3	NA	NA
SRR10667016	NA	4	408580	409041	-	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SRR10667016	NA	4	409056	411341	-	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	BLASTX	762	762	100.00	99.61	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SRR10667016	NA	4	411618	412841	+	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	408	408	100.00	98.28	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SRR10667016	NA	4	412841	416005	+	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1055	1055	100.00	99.81	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SRR10667016	NA	5	178942	179637	+	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	232	232	100.00	100.00	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SRR10667016	NA	6	20097	22730	-	gyrA_S83Y	Salmonella quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	878	878	100.00	99.89	878	WP_001281271.1	DNA gyrase subunit A GyrA	NA	NA
SRR10667016	NA	10	97145	99076	+	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIALX	644	730	88.22	99.84	644	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
SRR10667016	NA	13	48574	52200	-	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1209	1219	98.85	79.85	1211	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SRR10667016	NA	13	52284	53396	-	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.52	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SRR10667016	NA	17	36766	37413	+	spvD	SPI-2 type III secretion system effector cysteine hydrolase SpvD	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	216	216	100.00	99.07	216	AAG59626.1	SPI-2 type III secretion system effector cysteine hydrolase SpvD	NA	NA
SRR10667016	NA	19	151	1008	-	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
SRR10667016	NA	26	1633	2829	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	399	399	100.00	99.75	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
Sample_name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SRR10763791	NA	2	39358	40260	-	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	301	302	99.67	99.67	301	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SRR10763791	NA	2	67858	69912	-	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	685	685	100.00	100.00	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SRR10763791	NA	3	73331	76495	-	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1055	1055	100.00	99.81	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SRR10763791	NA	3	76495	77718	-	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	408	408	100.00	98.28	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SRR10763791	NA	3	77995	80280	+	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	BLASTX	762	762	100.00	99.61	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SRR10763791	NA	3	80295	80756	+	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SRR10763791	NA	4	226543	227238	-	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	232	232	100.00	100.00	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SRR10763791	NA	5	271037	271720	-	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	228	228	100.00	99.56	228	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SRR10763791	NA	5	274156	274686	-	sodC1	superoxide dismutase [Cu-Zn] SodC1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	177	177	100.00	100.00	177	AAL19978.1	superoxide dismutase [Cu-Zn] SodC1	NA	NA
SRR10763791	NA	6	4836	5840	+	sseK3	type III secretion system effector arginine glycosyltransferase SseK3	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	335	335	100.00	100.00	335	CBW18025.1	type III secretion system effector arginine glycosyltransferase SseK3	NA	NA
SRR10763791	NA	6	320597	322960	-	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	788	788	100.00	99.11	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SRR10763791	NA	8	20097	22730	-	gyrA_S83Y	Salmonella quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	878	878	100.00	99.89	878	WP_001281271.1	DNA gyrase subunit A GyrA	NA	NA
SRR10763791	NA	12	17428	19359	-	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIALX	644	730	88.22	99.84	644	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
SRR10763791	NA	15	47331	48443	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.52	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SRR10763791	NA	15	48527	52153	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1209	1219	98.85	79.85	1211	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SRR10763791	NA	21	17822	18469	-	spvD	SPI-2 type III secretion system effector cysteine hydrolase SpvD	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	216	216	100.00	99.07	216	AAG59626.1	SPI-2 type III secretion system effector cysteine hydrolase SpvD	NA	NA
Sample_name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SRR10805198	NA	1	442341	443024	-	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	228	228	100.00	99.56	228	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SRR10805198	NA	1	445460	445990	-	sodC1	superoxide dismutase [Cu-Zn] SodC1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	177	177	100.00	100.00	177	AAL19978.1	superoxide dismutase [Cu-Zn] SodC1	NA	NA
SRR10805198	NA	1	1226904	1227908	+	sseK3	type III secretion system effector arginine glycosyltransferase SseK3	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	335	335	100.00	100.00	335	CBW18025.1	type III secretion system effector arginine glycosyltransferase SseK3	NA	NA
SRR10805198	NA	1	1542665	1545028	-	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	788	788	100.00	99.11	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SRR10805198	NA	2	47331	48443	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.52	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SRR10805198	NA	2	48527	52153	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1209	1219	98.85	79.85	1211	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SRR10805198	NA	2	140727	141629	-	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	301	302	99.67	99.67	301	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SRR10805198	NA	2	169227	171281	-	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	685	685	100.00	100.00	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SRR10805198	NA	3	408735	409196	-	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SRR10805198	NA	3	409211	411496	-	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	BLASTX	762	762	100.00	99.61	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SRR10805198	NA	3	411773	412996	+	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	408	408	100.00	98.28	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SRR10805198	NA	3	412996	416160	+	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1055	1055	100.00	99.81	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SRR10805198	NA	4	253588	254283	-	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	232	232	100.00	100.00	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SRR10805198	NA	5	97145	99076	+	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIALX	644	730	88.22	99.84	644	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
SRR10805198	NA	5	378068	380701	+	gyrA_S83Y	Salmonella quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	878	878	100.00	99.89	878	WP_001281271.1	DNA gyrase subunit A GyrA	NA	NA
SRR10805198	NA	13	36916	37563	+	spvD	SPI-2 type III secretion system effector cysteine hydrolase SpvD	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	216	216	100.00	99.07	216	AAG59626.1	SPI-2 type III secretion system effector cysteine hydrolase SpvD	NA	NA
Sample_name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SRR10810788	NA	1	4209	6572	+	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	788	788	100.00	99.11	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SRR10810788	NA	1	321329	322333	-	sseK3	type III secretion system effector arginine glycosyltransferase SseK3	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	335	335	100.00	100.00	335	CBW18025.1	type III secretion system effector arginine glycosyltransferase SseK3	NA	NA
SRR10810788	NA	1	1103264	1103794	+	sodC1	superoxide dismutase [Cu-Zn] SodC1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	177	177	100.00	100.00	177	AAL19978.1	superoxide dismutase [Cu-Zn] SodC1	NA	NA
SRR10810788	NA	1	1106230	1106913	+	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	228	228	100.00	99.56	228	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SRR10810788	NA	2	522979	525033	+	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	685	685	100.00	100.00	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SRR10810788	NA	2	552631	553533	+	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	301	302	99.67	99.67	301	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SRR10810788	NA	3	73330	76494	-	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1055	1055	100.00	99.81	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SRR10810788	NA	3	76494	77717	-	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	408	408	100.00	98.28	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SRR10810788	NA	3	77994	80279	+	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	BLASTX	762	762	100.00	99.61	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SRR10810788	NA	3	80294	80755	+	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SRR10810788	NA	4	261302	263935	+	gyrA_S83Y	Salmonella quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	878	878	100.00	99.89	878	WP_001281271.1	DNA gyrase subunit A GyrA	NA	NA
SRR10810788	NA	5	55611	56306	+	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	232	232	100.00	100.00	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SRR10810788	NA	11	97145	99076	+	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIALX	644	730	88.22	99.84	644	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
SRR10810788	NA	13	48574	52200	-	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1209	1219	98.85	79.85	1211	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SRR10810788	NA	13	52284	53396	-	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.52	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SRR10810788	NA	17	18848	19495	-	spvD	SPI-2 type III secretion system effector cysteine hydrolase SpvD	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	216	216	100.00	99.07	216	AAG59626.1	SPI-2 type III secretion system effector cysteine hydrolase SpvD	NA	NA
SRR10810788	NA	18	44437	45294	-	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
Sample_name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SRR10810791	NA	1	442340	443023	-	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	228	228	100.00	99.56	228	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SRR10810791	NA	1	445459	445989	-	sodC1	superoxide dismutase [Cu-Zn] SodC1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	177	177	100.00	100.00	177	AAL19978.1	superoxide dismutase [Cu-Zn] SodC1	NA	NA
SRR10810791	NA	1	1226920	1227924	+	sseK3	type III secretion system effector arginine glycosyltransferase SseK3	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	335	335	100.00	100.00	335	CBW18025.1	type III secretion system effector arginine glycosyltransferase SseK3	NA	NA
SRR10810791	NA	1	1542681	1545044	-	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	788	788	100.00	99.11	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SRR10810791	NA	2	476264	478318	+	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	685	685	100.00	100.00	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SRR10810791	NA	2	505916	506818	+	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	301	302	99.67	99.67	301	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SRR10810791	NA	3	408251	408712	-	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
